Step number	Time	VolQplus_planeLVOT	VolQminus_planeLVOT	VolQplus_planeOutflow	VolQminus_planeOutflow	dt	exp_dt	max_velocity	max_pressure
300	0.199064	17.7202	414078	36001.3	455143	0.001	1.51861e-05	2714.01	0.00466786
301	0.200064	20.5517	409883	35337.2	451230	0.001	2.17389e-05	2694.28	0.00462956
302	0.201064	23.9267	405091	34339.4	446906	0.001	2.19993e-05	2675.9	0.00459
303	0.202064	27.642	399786	33878.2	443017	0.001	2.21486e-05	2650.34	0.00455008
304	0.203064	31.448	394194	33739.1	439338	0.001	2.23914e-05	2625.76	0.00450828
305	0.204064	31.6906	388501	33577.5	435494	0.001	2.26886e-05	2597.54	0.00446487
306	0.205064	35.523	382797	33831.6	431868	0.001	2.30041e-05	2572.9	0.00441874
307	0.206064	39.108	377143	34311.5	428298	0.001	2.33354e-05	2546.36	0.00437073
308	0.207064	42.2203	371904	34743.6	424461	0.001	2.36599e-05	2528.72	0.00432007
309	0.208064	37.1176	367138	35187.2	420410	0.001	2.39858e-05	2511.27	0.0042673
310	0.209064	39.611	362566	35831	416338	0.001	2.43226e-05	2493.31	0.00421215
311	0.210064	41.7154	358296	36521.4	412112	0.001	2.46517e-05	2475.56	0.00415575
312	0.211064	44.6123	354161	37166.3	407660	0.001	2.49779e-05	2456.85	0.00409785
313	0.212064	46.0763	350333	37539.1	402786	0.001	2.529e-05	2438.28	0.0040395
314	0.213064	47.5439	346554	37982.1	397873	0.001	2.56164e-05	2418.6	0.00398105
315	0.214064	48.3362	343206	38442.5	392898	0.001	2.59477e-05	2399.25	0.00392343
316	0.215064	49.1225	339933	38716	387692	0.001	2.63064e-05	2378.63	0.00386645
317	0.216064	49.5711	336890	38524.8	382013	0.001	2.66041e-05	2358.79	0.00381266
318	0.217064	50.0843	333865	38357.7	376392	0.001	2.69548e-05	2338.19	0.0037613
319	0.218064	49.0018	330957	38142.2	370785	0.001	2.725e-05	2318.15	0.00371485
320	0.219064	49.7994	327972	37932.2	365325	0.001	2.76233e-05	2297.87	0.00367181
321	0.220064	50.4809	325005	37633.9	359846	0.001	2.79286e-05	2278.13	0.00363456
322	0.221064	51.9441	321570	37267.8	354442	0.001	2.70294e-05	2258.82	0.00360404
323	0.222064	53.5066	317912	37122.6	349415	0.001	2.57398e-05	2240.28	0.0036772
324	0.223064	55.5291	313944	36906.5	344475	0.001	2.5052e-05	2221.93	0.00375447
325	0.224064	55.3363	309617	36985.3	339986	0.001	2.50078e-05	2204.4	0.00374134
326	0.225064	56.6347	304902	36708.1	335286	0.001	2.56937e-05	2186.98	0.00382951
327	0.226064	60.5991	299948	36734.7	331010	0.001	2.68924e-05	2169.76	0.00381906
328	0.227064	44.7058	294960	36628.3	326700	0.001	2.85264e-05	2153.32	0.00380906
329	0.228064	55.9213	289980	36587	322526	0.001	2.94241e-05	2136.19	0.00380005
330	0.229064	62.4968	284900	36580.4	318435	0.001	2.96549e-05	2119.68	0.00390614
331	0.230064	64.4558	279742	36694.2	314492	0.001	2.98995e-05	2102.97	0.00401389
332	0.231064	69.4956	274630	36965	310704	0.001	3.01961e-05	2086.25	0.00400043
333	0.232064	76.8645	269538	36881.9	306566	0.001	3.05412e-05	2069.34	0.00398423
334	0.233064	105.506	264483	36740.5	302289	0.001	3.09192e-05	2052.72	0.00408653
335	0.234064	108.868	259687	36791.1	298242	0.001	3.1282e-05	2035.58	0.0041875
336	0.235064	116.738	255049	36381.8	293707	0.001	3.1667e-05	2018.01	0.00415653
337	0.236064	149.276	250558	36443.8	289615	0.001	3.21047e-05	2000.01	0.00412164
338	0.237064	152.666	246208	36415.2	285411	0.001	3.2568e-05	1981.42	0.00421457
339	0.238064	158.425	241978	36417.4	281221	0.001	3.30774e-05	1962.6	0.00430787
340	0.239064	156.08	237870	36356.9	276961	0.001	3.2456e-05	1943.5	0.00426161
341	0.240064	161.764	233869	36264.3	272672	0.001	3.41221e-05	1923.89	0.004212
342	0.241064	164.051	229738	36269.1	268493	0.001	3.46313e-05	1904.39	0.004214
343	0.242064	173.125	225606	36110.4	264167	0.001	3.52272e-05	1884.64	0.00416153
344	0.243064	181.345	221466	36092.7	260005	0.001	3.58289e-05	1865.07	0.00410873
345	0.244064	191.676	217181	35886.5	255694	0.001	3.6539e-05	1845.35	0.00405594
346	0.245064	206.846	212822	35683.3	251385	0.001	3.71816e-05	1825.83	0.00415306
347	0.246064	210.562	208381	35671.6	247283	0.001	3.78226e-05	1806.54	0.00410237
348	0.247064	232.994	204011	35613	243140	0.001	3.85893e-05	1787.15	0.00420663
349	0.248064	245.411	199625	35400.4	238837	0.001	3.93701e-05	1768.49	0.00431675
350	0.249064	271.399	195252	35285.1	234637	0.001	3.69657e-05	1749.93	0.00442321
351	0.250064	290.342	190847	35118.2	230409	0.001	3.4276e-05	1731.98	0.00452464
352	0.251064	307.816	186265	34971.2	226138	0.001	3.29243e-05	1714	0.00462434
353	0.252064	318.826	181578	34634.3	221650	0.001	3.19516e-05	1696.1	0.00472282
354	0.253064	343.366	176839	34453.2	217286	0.001	3.10629e-05	1678.07	0.00467723
355	0.254064	365.963	172157	34309.5	212914	0.001	4.54556e-05	1658.98	0.00461273
356	0.255064	388.98	167389	34116.9	208445	0.001	4.67527e-05	1639.62	0.00454612
357	0.256064	419.196	162644	33890.4	203886	0.001	4.80574e-05	1619.93	0.0044773
358	0.257064	457.295	158071	33862.8	199459	0.001	4.93223e-05	1599.5	0.00440634
359	0.258064	477.484	153561	33790.7	194950	0.001	5.06112e-05	1578.73	0.00433335
360	0.259064	487.602	149100	33730.8	190386	0.001	5.17091e-05	1557.43	0.00447968
361	0.260064	519.43	144681	33890.3	185950	0.001	4.9711e-05	1536.07	0.00440001
362	0.261064	553.789	140341	33979.2	181377	0.001	5.41706e-05	1514.09	0.00431483
363	0.262064	588.135	135990	34329.4	177044	0.001	5.54754e-05	1491.55	0.00422898
364	0.263064	633.52	131694	34479.5	172447	0.001	5.66049e-05	1469.19	0.00423284
365	0.264064	674.664	127675	34781.6	167977	0.001	5.77463e-05	1446.96	0.00423734
366	0.265064	701.301	123669	34780.1	163179	0.001	5.88572e-05	1424.72	0.00424289
367	0.266064	738.786	119832	35140.5	158730	0.001	5.29551e-05	1402.39	0.00424786
368	0.267064	787.021	115991	35485.4	154279	0.001	5.09965e-05	1380.2	0.00425384
369	0.268064	831.605	112072	35981.1	149997	0.001	4.90019e-05	1358.6	0.0042446
370	0.269064	873.068	108120	36549.3	145763	0.001	6.25308e-05	1336.04	0.00423686
371	0.270064	925.57	104074	36975.9	141487	0.001	6.34443e-05	1313.73	0.00423116
372	0.271064	987.917	99975	37402.2	137263	0.001	6.41738e-05	1291.53	0.00422736
373	0.272064	1073.7	95819.3	37894.9	133161	0.001	6.49811e-05	1269.66	0.00422534
374	0.273064	1139.52	91570.9	38451.1	129180	0.001	6.56979e-05	1247.85	0.00422484
375	0.274064	1222.84	87384.7	38680.3	124933	0.001	6.64432e-05	1226.43	0.00414671
376	0.275064	1317.77	83152.2	39141.3	120973	0.001	6.7126e-05	1205.27	0.00407028
377	0.276064	1426.77	78926	39619.4	117087	0.001	6.78082e-05	1184.46	0.00407319
378	0.277064	1548.15	74643.8	40050.9	113205	0.001	6.84123e-05	1164.17	0.00399807
379	0.278064	1706.94	70174.9	40675.1	109545	0.001	6.89609e-05	1144.45	0.0040017
380	0.279064	1888.23	65594.5	41303.8	105946	0.001	6.94857e-05	1125.34	0.00392671
381	0.280064	2103.01	60923.6	41888.1	102336	0.001	7.00154e-05	1106.15	0.00385183
382	0.281064	2360.91	56178	42451	98725.1	0.001	7.05342e-05	1087.56	0.00377645
383	0.282064	2653.86	51374.4	42945.1	95054.6	0.001	7.08512e-05	1069.08	0.00370034
384	0.283064	2973.53	46518.1	43512.3	91451.9	0.001	7.11973e-05	1053.69	0.00362315
385	0.284064	3367.37	41523.8	44231	87979.7	0.001	7.16546e-05	1038.33	0.00354473
386	0.285064	3801.98	36447	45107	84625.9	0.001	7.20288e-05	1022.79	0.00346498
387	0.286064	4305.19	31334.7	46077.3	81313.4	0.001	7.25305e-05	1007.07	0.00338358
388	0.287064	4936.9	26260.5	47091.2	77967.4	0.001	7.16218e-05	990.867	0.00330183
389	0.288064	5738.94	20508.8	48104.9	74528	0.001	6.85784e-05	974.202	0.00322171
390	0.289064	6689.47	14509.3	49112.4	70964.3	0.001	6.58403e-05	1036.65	0.00314227
391	0.290064	7700.2	8181.97	50287.8	67423.6	0.001	6.33217e-05	939.249	0.00306275
392	0.291064	10193.3	2644.23	51706	63948.5	0.001	6.09588e-05	1465.93	0.00331169
393	0.292064	16194.8	0	53428.3	60565.1	0.001	2.84764e-05	1030.17	0.00325579
394	0.293064	24858.5	0	55320	57092.4	0.001	5.41736e-05	1652.59	0.00316853
395	0.294064	33894.3	0	57358.4	53475.4	0.001	5.37227e-05	1134.36	0.00307785
396	0.295064	42968.2	0	59564.1	49690.4	0.001	5.15543e-05	2027.88	0.00298491
397	0.296064	52237.1	0	62191.7	45961.1	0.001	4.93758e-05	1273.64	0.00289002
398	0.297064	61558.2	0	65291.3	42304.3	0.001	4.73081e-05	1959.43	0.00279298
399	0.298064	71404.1	0	68704.9	38543.4	0.001	4.54076e-05	1632.51	0.00273458
400	0.299064	81523.4	0	72474.8	34703.4	0.001	3.3575e-05	2474.39	0.00267241
401	0.300064	91786.9	0	76867.4	31030.3	0.001	4.18375e-05	1991.24	0.00261544
402	0.301064	102093	0	81738.8	27380.9	0.001	4.05342e-05	2339.02	0.00255407
403	0.302064	112482	0	86956.3	23631	0.001	3.92635e-05	1955.28	0.00247938
404	0.303064	122945	0	92725.3	19990.8	0.001	2.35073e-05	2475.03	0.00240946
405	0.304064	132529	0	99196.7	16624.2	0.001	3.66759e-05	1893.11	0.00233948
406	0.305064	141855	0	106166	13347.9	0.001	3.58583e-05	2002.04	0.00226968
407	0.306064	150823	0	113945	10510.6	0.001	3.49985e-05	1805.81	0.00220127
408	0.307064	159534	0	122274	7898.78	0.001	3.40463e-05	1994.8	0.00212764
409	0.308064	167997	0	131302	5713.55	0.001	3.30031e-05	1754.5	0.00206001
410	0.309064	176266	0	140791	3770.87	0.001	3.20732e-05	1943.16	0.00200707
411	0.310064	184464	0	150760	2159.65	0.001	3.12446e-05	1833.51	0.00196213
412	0.311064	192808	0	161283	1022.38	0.001	2.57631e-05	1988.25	0.0019259
413	0.312064	201237	0	172265	340.337	0.001	2.94866e-05	1903.43	0.00189229
414	0.313064	209876	0	183545	18.56	0.001	2.88184e-05	2057.53	0.00186933
415	0.314064	219004	0	194998	0.298953	0.001	2.8174e-05	1967.44	0.00185685
416	0.315064	228525	0	206263	0.173659	0.001	2.75766e-05	2286.99	0.00183138
417	0.316064	238471	0	217279	0.0169488	0.001	2.39765e-05	2268.95	0.00182049
418	0.317064	248799	0	228002	0.150709	0.001	2.17826e-05	2460.98	0.00182307
419	0.318064	260401	0	238398	0.483465	0.001	2.41968e-05	4156.69	0.00183249
420	0.319064	273003	0	248412	0.596403	0.001	1.55607e-05	3368.45	0.00185982
421	0.320064	286314	0	258048	0.495892	0.001	1.54116e-05	10389.4	0.00189265
422	0.321064	300640	0	267304	1.29271	0.001	5.01334e-06	6513.24	0.00194088
423	0.322064	315398	38.8765	276162	0.746209	0.001	7.37443e-06	5158.64	0.00198645
424	0.323064	330652	54.1541	284594	1.25928	0.001	8.82373e-06	4511.79	0.00203145
425	0.324064	345396	96.9992	292664	1.50912	0.001	9.54979e-06	6835.24	0.00207198
426	0.325064	359659	215.616	300366	0.204425	0.001	7.94151e-06	8205.79	0.002117
427	0.326064	373630	1.40156	307738	0.89152	0.001	5.97971e-06	5970.69	0.00215744
428	0.327064	387080	538.237	314775	2.03395	0.001	7.12195e-06	6031.16	0.00219406
429	0.328064	400028	1694.17	321439	3.70987	0.001	7.72331e-06	5607.15	0.00222485
430	0.329064	412106	3256.34	327727	3.93203	0.001	8.04666e-06	7358.43	0.00225275
431	0.330064	423075	5164.29	333647	7.57339	0.001	8.25384e-06	9154.29	0.0022763
432	0.331064	432593	7556.49	339150	6.25066	0.001	8.54166e-06	14319.6	0.00229965
433	0.331564	443306	10183.2	344060	12.7896	0.0005	3.42449e-06	6894.19	0.00235171
434	0.332064	447952	11534.5	346182	14.1824	0.0005	6.66428e-06	11439.4	0.00239102
435	0.332564	452172	13005.6	348214	16.898	0.0005	3.9721e-06	10833.8	0.00243036
436	0.333064	455481	14619	350171	22.215	0.0005	4.16796e-06	10056	0.00247124
437	0.333898	455942	16734	352071	21.4956	0.000833592	4.49145e-06	14338.9	0.00250454
438	0.334347	458785	20170	354846	29.0418	0.000449145	3.23867e-06	6813.43	0.00254627
439	0.334796	459545	22276.9	355991	34.4949	0.000449145	7.44877e-06	10197.3	0.00259252
440	0.335796	456397	24504.2	356525	37.0405	0.001	6.77881e-06	20594.4	0.00264935
441	0.336796	452264	29997.4	357652	44.7852	0.001	5.03061e-06	14545.4	0.00272614
442	0.337796	446777	36072.8	357779	58.8997	0.001	8.69196e-06	12107.1	0.00282013
443	0.338796	440498	43459.7	356617	76.8739	0.001	6.71407e-06	21405.3	0.00292695
444	0.339796	432031	51472.2	354106	101.051	0.001	5.5877e-06	13659.8	0.00334744
445	0.340296	424031	59942.5	351514	106.848	0.000499221	4.20236e-06	28393.9	0.00425915
446	0.340545	420163	64469.5	349832	129.591	0.00024961	1.58837e-06	17270.7	0.00505991
447	0.340795	417891	66853.8	348564	144.166	0.00024961	2.64681e-06	15189.7	0.0047611
448	0.341324	414128	69367.7	346246	160.21	0.000529362	3.32778e-06	37791.7	0.00455106
449	0.341546	408010	74280.9	342796	200.33	0.000221852	1.25868e-06	14364.4	0.0081454
450	0.34199	404200	76631.4	340752	219.814	0.000443704	2.19514e-06	20503.3	0.00909279
451	0.342387	397260	81215.5	337056	273.325	0.000396992	2.58347e-06	31906.5	0.0103782
452	0.342784	390022	85339.4	333440	323.891	0.000396992	2.01379e-06	16362.6	0.0111251
453	0.343186	382402	89889	329323	268.001	0.000402759	3.4818e-06	15980.8	0.011661
454	0.343883	372418	94873.5	323771	398.325	0.000696361	3.68115e-06	34056.9	0.0117718
455	0.344128	356938	102871	315776	598.885	0.00024541	1.65132e-06	15254.8	0.0109306
456	0.344619	350124	105648	311982	658.707	0.00049082	3.57349e-06	27482.9	0.0108588
457	0.344976	337771	111014	304994	860.678	0.000357349	3.07217e-06	22851.6	0.012759
458	0.345334	328277	114807	299071	1002.28	0.000357349	2.44468e-06	24258.7	0.0144142
459	0.345823	318163	118571	292046	1234.49	0.000488936	2.03897e-06	28920.8	0.01541
460	0.346303	304193	123508	282288	1619.6	0.000479942	2.54804e-06	27290.1	0.0161234
461	0.346557	290385	127915	272780	2019.89	0.000254804	2.05021e-06	17891.6	0.0184655
462	0.346812	282977	130254	267571	2274.23	0.000254804	2.5681e-06	19372.1	0.019326
463	0.347326	275280	132325	261291	2334.53	0.000513619	3.14318e-06	53440.4	0.0196212
464	0.347515	260678	136746	250288	3067.52	0.000188899	9.44495e-07	15385.8	0.0206334
465	0.347954	254954	138204	245705	3404.77	0.000439737	3.87166e-06	52789.6	0.0204099
466	0.348134	242687	141398	235761	4093.95	0.000179563	8.97815e-07	16144.2	0.0182733
467	0.348729	237776	142681	230607	4336.86	0.000594769	3.57845e-06	45443.4	0.0177831
468	0.348925	221649	146535	216531	5629.75	0.000196566	1.06145e-06	17230.4	0.0169601
469	0.349319	215639	146705	211396	5990.12	0.000393132	3.75027e-06	36039.1	0.0168785
470	0.349636	205930	148884	201533	6929.01	0.000317966	1.5387e-06	27021.6	0.0166022
471	0.349954	198300	150410	193551	7971.97	0.000317966	2.19883e-06	38295.6	0.0178133
472	0.350174	191218	151861	185330	8843.53	0.000219883	1.2309e-06	17638.4	0.0191027
473	0.350394	186838	153185	179606	9526.56	0.000219883	2.68885e-06	26446.3	0.0200918
474	0.350663	182571	153842	173742	10189.5	0.000268885	1.83135e-06	36398.3	0.0210276
475	0.350932	177534	154626	166606	11066	0.000268885	1.35663e-06	33296.9	0.0226151
476	0.351203	173197	155382	159585	12086.7	0.000271325	1.44065e-06	38404.3	0.0243103
477	0.351491	168767	155586	152524	13145.1	0.000288129	1.29067e-06	33723.3	0.0261366
478	0.35175	163913	154983	145182	14393.5	0.000258133	1.45238e-06	30667.9	0.0278073
479	0.35204	160643	154944	138751	15628.4	0.000290476	1.58634e-06	32966.8	0.0291626
480	0.352357	156865	153917	131289	16752.5	0.000317267	1.53901e-06	56505.8	0.0302376
481	0.352511	153197	153185	123521	18322.5	0.000153901	8.6384e-07	15634.8	0.0330587
482	0.352665	151665	152753	119849	19151.6	0.000153901	3.41061e-06	9089.12	0.0336149
483	0.353347	151424	150558	115995	19731.3	0.000682122	7.15836e-06	59882.1	0.032971
484	0.353557	146237	146671	100426	23844	0.000209556	1.04778e-06	27742.2	0.0322953
485	0.35382	145143	145273	95558.4	24846.6	0.000263481	1.69099e-06	19244.3	0.0305604
486	0.354347	144397	142323	89977.3	26318.7	0.000526963	2.78563e-06	48983.9	0.0298029
487	0.354533	143290	138244	79824.8	30509.1	0.000185709	1.27313e-06	14225	0.0278187
488	0.354904	143247	136272	76429.4	31876.1	0.000371417	3.66441e-06	26242.2	0.0266137
489	0.355271	143735	132552	69606.4	34557.8	0.000366441	1.75406e-06	23301.7	0.0256693
490	0.355637	144531	128386	63574.6	37611.3	0.000366441	2.00197e-06	66704.6	0.0245103
491	0.355771	146008	124666	57673	40731.8	0.000133464	7.31689e-07	13233	0.0222284
492	0.356038	146878	123344	55752.8	41873.4	0.000266929	5.5859e-06	15361.6	0.0207015
493	0.356538	148383	119477	52362.7	44163.9	0.0005	3.54671e-06	43968.7	0.0199058
494	0.356788	151535	113142	45629.4	48382.4	0.00025	1.30816e-06	22027.9	0.0187668
495	0.357038	153631	110129	42623.2	50488.9	0.00025	2.36121e-06	15888	0.017463
496	0.35751	155884	106704	39959.3	52149.6	0.000472241	3.19921e-06	35126.5	0.0166355
497	0.357723	160614	100923	35283	56150.9	0.000213281	1.39811e-06	11924.6	0.015272
498	0.35815	162691	98119.7	33507.6	57479.9	0.000426561	3.79559e-06	18377.3	0.0144531
499	0.358529	167356	92815.2	30352	60655.7	0.000379559	2.77638e-06	21339.1	0.0136896
500	0.358909	171659	88264	27803	63076.7	0.000379559	3.09536e-06	18194.5	0.012941
501	0.359528	175254	83568.4	25764.7	64641.5	0.000619072	3.55797e-06	26341.2	0.0123751
502	0.359884	182193	76601.2	22603.8	67713.9	0.000355797	1.9437e-06	18473.1	0.0119171
503	0.360239	186060	72910.5	21180.4	69061.6	0.000355797	2.7604e-06	16812.1	0.0113228
504	0.360792	189690	70001	20219.5	69600.8	0.000552079	4.35703e-06	26980.7	0.0107377
505	0.361227	195349	65442.8	18794.7	70412.8	0.000435703	2.61811e-06	34854.3	0.0101935
506	0.361445	199599	61769.6	17984.1	70986.4	0.000217851	1.80225e-06	12903.4	0.0092421
507	0.361663	201608	60138	17639.5	71000.2	0.000217851	5.64067e-06	14263.9	0.00824198
508	0.362663	200861	60206.8	18529.5	69381.5	0.001	5.12966e-06	6575.72	0.00763603
509	0.363663	204707	55241.1	19387.8	66255.2	0.001	8.89139e-06	6362.56	0.00702583
510	0.364663	207640	51858.6	21524.4	61597.8	0.001	8.74411e-06	5100.85	0.00648407
511	0.365663	208622	49044.7	24972.9	55714.8	0.001	8.91119e-06	5058.09	0.00591151
512	0.366663	208016	47032.4	29818.7	49062.6	0.001	6.96043e-06	5065.3	0.00537987
513	0.367663	205795	45611.1	35724.5	41714.7	0.001	9.0368e-06	6476.2	0.00491579
514	0.368663	202696	45302	42999.4	34314.1	0.001	8.91127e-06	8709.36	0.00449239
515	0.369663	198254	45416.9	51949.4	27476.7	0.001	6.67744e-06	6846.26	0.00412911
516	0.370663	192664	46135.6	62772.7	21686.3	0.001	8.07847e-06	6049.39	0.00381806
517	0.371663	186120	47250.7	74555.6	16381.3	0.001	7.95697e-06	7549.55	0.00357411
518	0.372663	179012	48679	86621	11302.2	0.001	7.44904e-06	9027.09	0.00336076
519	0.373663	171468	50052.2	99950.9	7771.6	0.001	7.16262e-06	39542.5	0.00314914
520	0.373972	166192	51695.5	113881	5048.59	0.000309105	1.54553e-06	14820	0.00271091
521	0.374663	163522	51995.5	117799	4280	0.000690895	3.83119e-06	32830.4	0.0023805
522	0.374918	160688	52738.4	127292	2976.96	0.000255413	1.41585e-06	13128.5	0.00163895
523	0.375429	159333	53147.3	130287	2386.34	0.000510826	3.80431e-06	22804.9	0.00205882
524	0.37581	157536	53908.5	136838	1669.83	0.000380431	2.04412e-06	27416.2	0.00266621
525	0.37619	156020	54312.8	141613	1341.97	0.000380431	1.67333e-06	60920.5	0.00335837
526	0.376357	154711	54507.8	146332	1027.91	0.000167333	8.55831e-07	8757.16	0.00547099
527	0.376525	154010	54636.8	148433	1006.87	0.000167333	6.29262e-06	10970.1	0.00585584
528	0.377525	152587	54669.9	149471	1113.29	0.001	7.83446e-06	53952.5	0.00588072
529	0.3777	149487	55193.7	160373	670.534	0.000175641	8.78205e-07	12925.4	0.00591584
530	0.378525	148556	55114.3	160924	622.961	0.000824359	3.83936e-06	58633.7	0.00586613
531	0.378745	147287	54668.1	168183	361.843	0.000220529	1.10265e-06	19605.9	0.00906106
532	0.379293	147272	54370.6	169190	305.436	0.000547342	2.52265e-06	77465.5	0.00962148
533	0.379419	146861	54008.2	172908	211.172	0.000126379	6.31897e-07	8163.22	0.0190528
534	0.379797	146625	54330.6	173334	207.306	0.000378151	5.92598e-06	33738.7	0.0192824
535	0.380068	146591	53729.7	175217	189.227	0.000270434	1.35217e-06	12978.8	0.0183452
536	0.380797	146719	53189.3	175499	246.459	0.000729566	3.84475e-06	46509.8	0.0185703
537	0.380993	147243	52585.7	177817	211.698	0.000195898	9.7949e-07	14634.5	0.0197627
538	0.381566	147385	52614.8	177595	214.75	0.000573052	3.3594e-06	42250.3	0.0203298
539	0.38179	148495	51926.7	178325	219.237	0.00022396	1.22673e-06	19769	0.022874
540	0.382238	148792	51418	177926	214.065	0.000447919	2.47737e-06	23013.5	0.0238755
541	0.382733	149780	50908.8	177109	230.823	0.000495475	2.45788e-06	23537	0.023609
542	0.383225	150920	50088.2	175624	173.425	0.000491575	2.57973e-06	27148.7	0.0235658
543	0.383483	152417	49181.7	174087	199.441	0.000257973	1.74857e-06	22369.4	0.0224508
544	0.383741	153191	48637.3	173062	240.056	0.000257973	3.27515e-06	16390.4	0.0210125
545	0.384068	154111	48123.9	171752	268.441	0.000327515	2.79783e-06	20145.1	0.0198315
546	0.384396	155361	47469.3	169941	339.86	0.000327515	3.19862e-06	22721	0.0184439
547	0.384716	156660	46765	167935	453.005	0.000319862	2.37808e-06	34200.4	0.0171445
548	0.385036	158094	46177	165754	567.264	0.000319862	1.59856e-06	26950.6	0.0156699
549	0.385355	159671	45679	163355	670.031	0.000319712	1.71139e-06	20750.1	0.0141349
550	0.385698	161080	45010.9	160747	777.22	0.000342277	2.22239e-06	26431.1	0.0125543
551	0.386142	162660	44499.5	157703	957.931	0.000444478	2.54858e-06	30914.1	0.0114155
552	0.386397	164810	43640.3	153826	1242.63	0.000254858	2.07695e-06	18636.9	0.00956809
553	0.386652	166140	43299.5	151497	1443.88	0.000254858	3.95771e-06	23111.2	0.00861955
554	0.387048	167317	42980.8	148907	1629.04	0.000395771	3.405e-06	29343.2	0.00848883
555	0.387443	169348	42633.1	144971	2067.97	0.000395771	2.54412e-06	33598.7	0.00835624
556	0.387698	171381	42147.1	140988	2521.07	0.000254412	1.46758e-06	21473	0.0100943
557	0.387952	172688	41910.7	138251	2739.06	0.000254412	2.18227e-06	22296.3	0.0110668
558	0.388389	173858	41853.2	135266	2898.05	0.000436454	2.5685e-06	23747.9	0.0114419
559	0.388645	176025	41487.7	130538	3447.31	0.000256627	1.96018e-06	17069	0.0119322
560	0.388902	177195	41311.6	127791	3861.2	0.000256627	2.09558e-06	13448.6	0.0121406
561	0.389321	178094	41180.5	124983	4309.48	0.000419479	2.23176e-06	10774.1	0.0117721
562	0.389768	179679	41134.8	120477	5111.25	0.000446728	1.97166e-06	27726.6	0.0111293
563	0.390163	181141	40984.1	115643	5926.49	0.000395051	1.97396e-06	17116.4	0.0102187
564	0.390558	182321	40981.3	111524	6789.26	0.000394278	2.10782e-06	23698.8	0.00948404
565	0.390979	183221	40977.9	107367	7561	0.000421236	2.06564e-06	20850.7	0.00894567
566	0.391392	183953	40977.4	102954	8339.35	0.000413127	2.11213e-06	19531.9	0.00849762
567	0.391813	184664	41262.3	98967.2	9337.22	0.000420746	2.01865e-06	24233.7	0.00809525
568	0.392216	185365	41758.7	94956.9	10278.8	0.000403314	1.94134e-06	20483.8	0.00830626
569	0.392604	185584	42014.2	91189.8	11113.6	0.00038836	1.99931e-06	11827.9	0.00862795
570	0.393005	185748	42444.8	87789.4	11970.8	0.000400913	3.88793e-06	10220	0.00887627
571	0.393783	185080	43305.1	84580.2	12607.1	0.000777587	3.92174e-06	8612.88	0.00891197
572	0.394567	184270	44850.6	78828.9	14121	0.000784347	4.60177e-06	14921.8	0.0088594
573	0.395027	183885	46359.4	73543.1	15820.1	0.000460177	3.13206e-06	18537.9	0.00849268
574	0.395488	183460	47231.4	70696.3	16568.6	0.000460177	2.6544e-06	40707.3	0.00814381
575	0.395753	183410	48189	68252.5	17580.4	0.00026544	1.24973e-06	14614.9	0.00773389
576	0.396018	183258	48773.2	67074	18198.9	0.00026544	3.617e-06	33761.2	0.00727397
577	0.39626	183168	49352.6	65853.3	18657.3	0.000241133	1.53442e-06	18545.2	0.00688222
578	0.396742	182905	50194.5	65034.7	18929.3	0.000482267	2.7239e-06	34085.8	0.00658779
579	0.397014	182667	51496.8	63222.2	19581	0.00027239	1.47129e-06	28742.7	0.0112195
580	0.397287	182439	52251.9	62332.3	19874.3	0.00027239	1.69984e-06	25936.3	0.012406
581	0.397627	182199	53121.1	61586.2	20081.9	0.000339967	1.92943e-06	63248.8	0.0137352
582	0.397755	181973	54101.2	60703.5	20414.5	0.000128629	7.81473e-07	14145.5	0.0178832
583	0.398012	181853	54613	60386.1	20396.4	0.000257257	3.72713e-06	36797.9	0.0183076
584	0.398261	181530	55358.8	59895.9	20510.6	0.000248475	1.42353e-06	56935.1	0.0172867
585	0.398427	181176	56002.8	59465.4	20599.2	0.00016565	9.21943e-07	20137.6	0.0215429
586	0.398758	180629	56329.1	59335.3	20556.9	0.0003313	2.62223e-06	42413.4	0.0226437
587	0.39902	180060	57305.9	59021.4	20512.2	0.000262223	1.34724e-06	28254.2	0.0240016
588	0.399282	179474	57989	58923.3	20449.7	0.000262223	1.96857e-06	22674.7	0.0253628
589	0.399676	178676	58588.6	59013.3	20263.3	0.000393714	2.42961e-06	26335.7	0.025947
590	0.399919	177541	59399.7	59104.8	19985.2	0.000242961	2.03308e-06	18924.6	0.0262665
591	0.400162	176794	59865.8	59261.5	19746.9	0.000242961	2.49153e-06	18539.1	0.0261391
592	0.40066	175570	60006.1	59792.1	19412	0.000498305	2.6078e-06	26714.6	0.025732
593	0.400921	173709	60629.1	60528.8	18752.9	0.00026078	1.78206e-06	14815.8	0.023561
594	0.401182	172537	60744	61012.1	18306	0.00026078	3.22746e-06	21003.9	0.0220908
595	0.401505	171371	60842.6	61594.2	17750.8	0.000322746	2.55269e-06	46184.2	0.0207017
596	0.401666	169981	60940.3	62447.5	17200.4	0.000161373	1.10257e-06	11544	0.0182955
597	0.401827	169212	60919.6	62963.9	16935.9	0.000161373	4.31312e-06	9074.44	0.0155759
598	0.40269	167738	60543.7	63844.4	16065.3	0.000862624	5.17803e-06	59098.8	0.0148927
