Step number	Time	VolQplus_planeLVOT	VolQminus_planeLVOT	VolQplus_planeOutflow	VolQminus_planeOutflow	dt	exp_dt	max_velocity	max_pressure
599	0.402873	164256	61043.8	67098.7	14201.5	0.000183027	9.15133e-07	12204.4	0.0134965
600	0.40369	163330	61016.9	68355.4	13540.1	0.000816973	4.702e-06	68620.3	0.0128302
601	0.403884	160171	60893.5	72308.4	11704	0.000194086	9.7043e-07	24065.1	0.011343
602	0.404257	159560	60867.8	73420.3	11180.7	0.000373157	2.47074e-06	33619.6	0.010301
603	0.404444	158372	60724.1	75546.8	10324.5	0.000186579	1.37299e-06	19235.5	0.00858912
604	0.40463	157855	60709.1	76694.5	9910.6	0.000186579	2.83635e-06	17959.1	0.00705728
605	0.405198	157163	60436.8	77974.2	9323.11	0.000567269	2.99943e-06	50427.8	0.00651326
606	0.405398	156081	60464	81857.1	8167.27	0.000199962	1.1368e-06	25160.5	0.00533427
607	0.405797	155725	60461.1	83316.1	7744.88	0.000399924	1.94157e-06	50890	0.00497341
608	0.405992	155184	60426.9	86121.9	6877.18	0.000194157	9.52598e-07	13575.3	0.00857672
609	0.406186	154958	60423.6	87542.8	6487.19	0.000194157	3.51158e-06	20928.5	0.00912781
610	0.406537	154698	60368.9	89045.4	6122.53	0.000351158	2.40466e-06	47469.2	0.0091517
611	0.406713	154396	60354	91679	5427.41	0.000175579	1.04364e-06	14396.6	0.00878686
612	0.406888	154317	60394	93038	5106.88	0.000175579	3.40648e-06	13046.9	0.00705911
613	0.407569	154076	60211.9	94493.7	4780.18	0.000681296	3.56694e-06	42608.7	0.0071495
614	0.407795	154101	60403.7	99987.6	3699.85	0.000225952	1.12976e-06	20135.5	0.00718199
615	0.408283	154191	60414.7	101947	3458.28	0.000487437	2.67196e-06	64500.9	0.00705081
616	0.408461	154126	60059.6	105993	2807.44	0.000178131	9.53833e-07	16235.3	0.00813098
617	0.408817	154162	59977.6	107515	2612	0.000356261	2.80515e-06	33993.4	0.00875911
618	0.409098	154151	59648.4	110411	2101.14	0.000280515	1.42059e-06	34338.9	0.0106556
619	0.409378	154148	59353.3	112833	1870.12	0.000280515	1.43792e-06	35504.8	0.0125613
620	0.409666	154112	58988	115208	1634.17	0.000287584	1.34796e-06	34562	0.0148441
621	0.409935	154019	58523.9	117591	1385	0.000269592	1.38224e-06	28219.4	0.0169366
622	0.410212	153833	57948.2	119752	1138.46	0.000276448	1.79136e-06	18796.4	0.0187093
623	0.41057	153666	57338.4	121852	865.758	0.000358271	2.90851e-06	38617.5	0.0193428
624	0.410861	153321	56383.4	124672	666.095	0.000290851	1.50823e-06	24570.1	0.0193707
625	0.411152	153194	55724.7	126885	526.911	0.000290851	2.25856e-06	34631.5	0.0186832
626	0.411378	152997	54968.1	129071	418.924	0.000225856	1.6486e-06	21291.1	0.0176868
627	0.411604	152803	54324.6	130765	400.165	0.000225856	3.1582e-06	21699	0.0155621
628	0.411919	152856	53916.3	132314	346.73	0.00031582	2.24638e-06	33955.4	0.0163243
629	0.412235	152603	53005.9	134410	278.244	0.00031582	1.47057e-06	32900.9	0.018305
630	0.412529	152451	52186.2	136417	230.155	0.000294114	1.60867e-06	27724.1	0.0207454
631	0.412851	152418	51547.3	138163	200	0.000321734	1.91249e-06	31262.6	0.0225723
632	0.413042	152475	50943.1	140017	153.652	0.000191249	1.63883e-06	23689.1	0.0250614
633	0.413233	152509	50593.3	141067	143.629	0.000191249	1.96493e-06	24667.6	0.0258492
634	0.413626	152498	50221.4	141893	112.506	0.000392987	1.88435e-06	68800.4	0.0251316
635	0.413752	152529	49483.6	143821	97.4899	0.000125623	7.09489e-07	10545.9	0.0231585
636	0.414003	152500	49210.3	144333	94.67	0.000251247	4.46508e-06	18580.2	0.0211057
637	0.41445	152480	48691.4	145170	88.0449	0.000446508	2.8907e-06	21412.3	0.019998
638	0.414896	152666	47959.1	146588	71.1964	0.000446508	2.28597e-06	51546.1	0.0190503
639	0.415049	152897	47254.1	147975	64.8898	0.000152398	8.96969e-07	18487.8	0.0172006
640	0.415354	153040	47043.4	148286	61.3049	0.000304796	2.54869e-06	29188	0.0161157
641	0.415608	153279	46580.8	148949	62.5612	0.000254869	1.62991e-06	20014.7	0.0150891
642	0.415863	153577	46282.9	149379	64.431	0.000254869	2.38178e-06	15498.6	0.014175
643	0.41634	153776	45862.4	149481	74.9943	0.000476355	3.1251e-06	29050.6	0.0137297
644	0.416652	154440	45407.5	149803	83.1953	0.00031251	2.03289e-06	27007.6	0.0132101
645	0.416965	154890	45156.9	149819	94.8626	0.00031251	2.1867e-06	25935.7	0.0126995
646	0.417183	155261	44860.1	149757	106.337	0.00021867	1.86945e-06	20694	0.0120181
647	0.417402	155506	44673.3	149615	115.583	0.00021867	2.31867e-06	17539.1	0.0113025
648	0.417866	155838	44727.1	149161	118.943	0.000463734	2.91614e-06	35718.3	0.0110331
649	0.418157	156366	44594.6	148445	140.563	0.000291614	1.93671e-06	15294.8	0.0106272
650	0.418449	156684	44626	147841	158.953	0.000291614	3.08124e-06	26076.2	0.0102399
651	0.418757	156812	44580.2	147069	132.568	0.000308124	1.97244e-06	35524.8	0.00995448
652	0.419065	156989	44673.3	146195	157.432	0.000308124	1.48584e-06	43395	0.00970633
653	0.419214	157114	44753.4	145325	210.501	0.000148584	1.19842e-06	15756.2	0.0136197
654	0.419362	157234	44888.2	144867	238.252	0.000148584	3.41826e-06	20228.9	0.0153564
655	0.419704	157300	45065.3	144354	355.515	0.000341826	2.70387e-06	42870.3	0.0162775
656	0.419875	157369	45337	143142	435.825	0.000170913	1.31082e-06	18302.1	0.0192321
657	0.420046	157392	45497.5	142495	487.11	0.000170913	2.94101e-06	18457.7	0.020528
658	0.420634	157413	45754.6	141518	562.176	0.000588201	2.72494e-06	71400	0.0207
659	0.420773	157437	46465	138972	767.076	0.00013845	6.92252e-07	11077.7	0.0149723
660	0.421179	157527	46675.6	138159	772.976	0.000406537	3.39121e-06	18556.4	0.0141376
661	0.421518	157577	47238.3	136131	945.519	0.000339121	2.08329e-06	18897.8	0.0142328
662	0.421857	157564	47672.7	134392	1165.76	0.000339121	2.02951e-06	19835	0.0139702
663	0.422263	157584	48119.6	132520	1386.97	0.000405899	2.0855e-06	28635.1	0.0132994
664	0.42268	157542	48640.4	130199	1654.29	0.00041711	1.90101e-06	59803.6	0.0125296
665	0.422807	157452	49215.8	127823	1932.49	0.000126733	8.27449e-07	9335.14	0.0100499
666	0.423061	157563	49513.5	127014	1969.59	0.000253467	4.25384e-06	24253.3	0.0101165
667	0.423486	157485	49905.2	125403	2103.25	0.000425386	2.19538e-06	69156.4	0.00964626
668	0.423628	157256	50545.2	122863	2423.63	0.000141795	7.39073e-07	10766.6	0.0110503
669	0.423911	157156	50755.7	121992	2539.46	0.00028359	4.63451e-06	21786	0.011258
670	0.424375	156855	51128.6	120195	2741.98	0.000463451	2.21077e-06	64279.9	0.0104793
671	0.424529	156274	51737.5	117361	3127.14	0.000154484	7.39503e-07	13985.7	0.00953151
672	0.424838	156138	51987.7	116367	3221.55	0.000308967	3.71791e-06	22240.5	0.00949472
673	0.42521	155697	52401.2	114431	3455.47	0.000371791	2.34131e-06	40015.4	0.00951025
674	0.425396	155117	52927.8	112147	3770.8	0.000185896	1.33882e-06	66025.8	0.00951589
675	0.425582	154779	53149.1	111003	3924.41	0.000185896	8.11373e-07	14992.3	0.0092474
676	0.425744	154431	53388.4	109822	4037.14	0.000162275	3.1446e-06	11168.7	0.00905787
677	0.426373	154144	53384.7	108850	4167.2	0.00062892	5.11013e-06	55626.8	0.00900464
678	0.426572	153022	54173.9	105087	4715.41	0.000199235	9.96177e-07	24318.1	0.00996191
679	0.426973	152705	54364.9	103916	4854.25	0.000400382	1.98174e-06	55399.9	0.0100877
680	0.427106	151956	54917.1	101624	5224.23	0.000133461	8.68969e-07	10479.1	0.0103883
681	0.427373	151829	55137	100840	5289.75	0.000266922	4.49009e-06	41538.9	0.0102427
682	0.427626	151505	55615	99397.9	5546.28	0.000252832	1.26416e-06	28550.4	0.0105467
683	0.427949	151309	56110.4	98032.2	5735.64	0.000322593	1.60359e-06	41006.9	0.0105016
684	0.42811	150926	56691.8	96334.3	6016.49	0.000161297	1.14662e-06	14548.3	0.0113781
685	0.428271	150811	57029	95531	6180.64	0.000161297	3.25415e-06	18423.5	0.0119661
686	0.428597	150795	57381.2	94692	6255.09	0.000325415	2.80012e-06	42427.6	0.0118565
687	0.428922	150695	58075.8	93110.6	6506.82	0.000325415	1.41826e-06	50155.4	0.0111655
688	0.429064	150657	58903.8	91552.2	6762.7	0.000141826	9.33401e-07	10885	0.0168066
689	0.429206	150581	59176.6	90889.4	6868.4	0.000141826	4.35646e-06	11025.5	0.0182541
690	0.430077	150835	59084	90596.2	6971.11	0.000871292	4.32841e-06	69031.7	0.0183609
691	0.430213	151277	61420.9	86870.2	7546.58	0.000136398	6.81992e-07	17988.4	0.0151272
692	0.430578	151373	61741.6	86432.1	7625.81	0.000364642	2.92123e-06	70201	0.0142251
693	0.4307	151511	62952.9	85067.5	7853.51	0.000121547	7.75377e-07	11851	0.0201263
694	0.430943	151477	63228.8	84691.2	7915.35	0.000243094	3.96066e-06	26899.9	0.0208358
695	0.431339	151423	63697.2	84030.3	8023.89	0.000396066	1.88885e-06	59686.1	0.020796
696	0.431471	151472	64855.1	82834.4	8178.27	0.000132022	8.30526e-07	14338.3	0.0212322
697	0.431735	151562	65195.7	82530.8	8237.7	0.000264044	3.39785e-06	31372.5	0.0206048
698	0.431961	151539	65875.6	81920.4	8380.4	0.000226523	1.50885e-06	24183.6	0.0202134
699	0.432188	151531	66445.7	81400.9	8459.46	0.000226523	1.94028e-06	24322.9	0.0185496
700	0.432414	151336	66800.4	80923.7	8543.52	0.000226523	1.93311e-06	18281.7	0.0171137
701	0.432801	151245	67114.2	80501.2	8578.66	0.000386623	3.11524e-06	34916.6	0.0160803
702	0.433112	150759	67490.5	79799.6	8648.42	0.000311524	1.71573e-06	48351.1	0.0149249
703	0.433268	150184	67693.3	79274.2	8702.7	0.000155762	9.54093e-07	14860.6	0.0129491
704	0.433424	149888	67762.8	79038.9	8719.95	0.000155762	3.0858e-06	19733.3	0.0109093
705	0.433733	149568	67726.6	78892.1	8718.61	0.00030858	2.61744e-06	52175.6	0.0100575
706	0.433887	148770	67690.3	78544.2	8732.14	0.00015429	9.74433e-07	18686.1	0.0140036
707	0.434041	148272	67547.3	78416.8	8736.61	0.00015429	2.86253e-06	13809.8	0.0140059
708	0.434614	147834	66981.8	78556.6	8666.44	0.000572505	3.26424e-06	24458.3	0.0140037
709	0.43494	146220	66331.3	78437	8586.65	0.000326424	1.84242e-06	34994.3	0.0137754
710	0.435103	145019	65762.5	78430.9	8524.16	0.000163212	1.35816e-06	13784.9	0.0125998
711	0.435266	144405	65412.6	78465.8	8485.08	0.000163212	3.52773e-06	10745.3	0.0107107
712	0.435972	143912	64375.8	78841.8	8367.74	0.000705547	4.23454e-06	59748.5	0.0102194
713	0.436191	141859	63017.9	79378.2	8134.96	0.000219178	1.09589e-06	20294.5	0.00908394
714	0.436505	141283	62546.7	79641.8	8031.05	0.000313865	2.50064e-06	29325.9	0.00924817
715	0.436819	140284	61801.7	80036.5	7844.03	0.000313865	1.5961e-06	19486.8	0.00952757
716	0.437138	139429	61115.7	80505.9	7634.99	0.000319219	2.48e-06	24606.5	0.00966406
717	0.437386	138706	60606.7	81073.7	7461.7	0.000248	1.96146e-06	19692.1	0.00954795
718	0.437634	138197	60215.5	81567.2	7317.28	0.000248	2.3497e-06	16017.5	0.00855412
719	0.438104	137818	59767.3	82198.3	7159.76	0.000469941	2.88117e-06	34738.7	0.00847806
720	0.438296	137122	59316.6	83293.2	6880.86	0.000192078	1.32257e-06	15415.6	0.00872298
721	0.43868	136938	59028.2	83788.2	6708.06	0.000384156	3.01813e-06	17357.5	0.00879565
722	0.439284	136696	58555.1	84906.3	6391.98	0.000603626	2.78729e-06	70928.1	0.00841465
723	0.439412	136329	58366.9	86620.1	5966.75	0.000128161	6.40805e-07	9565.01	0.010906
724	0.439841	136400	58157.9	87088.6	5862.97	0.000429287	4.16995e-06	39600	0.0112807
725	0.440101	136277	58102.4	88540.8	5619.96	0.00025935	1.29675e-06	21697.4	0.0110124
726	0.440388	136216	58174.4	89391.1	5380.23	0.000287321	2.07822e-06	42496.8	0.00966689
727	0.440532	136281	58342.8	90405.3	5184.63	0.00014366	1.09512e-06	11238.8	0.0080552
728	0.440675	136289	58400.1	90921.5	5080.56	0.00014366	4.30223e-06	9602.75	0.00663928
729	0.441536	136701	57924.2	91585.5	4975.79	0.000860446	5.40209e-06	103641	0.00650303
730	0.441644	137055	58161.1	94815.6	4373.61	0.000108485	5.42424e-07	12973.1	0.0128928
731	0.442536	137386	57500	95263.3	4290.46	0.000891515	4.31076e-06	98199.5	0.013183
732	0.442643	138089	58140.9	98665.8	3710.55	0.000106769	5.33845e-07	10986.2	0.0284824
733	0.443398	137366	57028.7	99032.8	3536.52	0.000755383	4.63384e-06	88493.7	0.0290146
734	0.443534	137390	57338.7	102037	3103.75	0.00013582	6.79098e-07	26577.7	0.0223481
735	0.443929	136219	54171.5	102545	3004.85	0.000395474	2.3543e-06	37031.2	0.0201828
736	0.444127	138927	57300	104104	2780.4	0.000197737	1.26208e-06	24102.6	0.0213644
737	0.444325	138262	58291.9	104920	2683.14	0.000197737	1.9927e-06	16371.6	0.0219347
738	0.444723	138716	57530.5	105654	2528.24	0.00039854	2.08302e-06	39791.2	0.0215672
739	0.444932	138402	57662.3	107273	2372.05	0.000208302	1.23311e-06	28802.8	0.0207528
740	0.44514	138273	57511	108047	2267.72	0.000208302	1.69582e-06	21541.7	0.0186089
741	0.445479	138049	57337	108752	2189.84	0.000339163	2.1098e-06	46894	0.0162671
742	0.44569	137839	57201.4	109890	2034.8	0.00021098	1.07361e-06	17909.1	0.0142015
743	0.445901	137640	56985.3	110562	1955.33	0.00021098	2.24995e-06	14869.9	0.0127617
744	0.446351	137620	56719.1	111162	1906.18	0.00044999	2.63042e-06	26094.1	0.0120394
745	0.446614	137172	56125	112486	1745.36	0.000263042	2.05307e-06	22153.8	0.0111849
746	0.446877	136872	55647	113244	1651.29	0.000263042	2.46328e-06	20870.8	0.0117207
747	0.44737	136709	55196.3	113950	1564.14	0.000492657	2.47464e-06	34213.3	0.0124857
748	0.447617	136238	54412	115310	1421.66	0.000247464	1.54777e-06	20025.6	0.0146119
749	0.447865	135972	53957.6	115948	1353.85	0.000247464	2.6034e-06	20739.7	0.015673
750	0.448385	135721	53433.4	116376	1239.35	0.00052068	2.48498e-06	39725.4	0.0160092
751	0.448634	135226	52660	117525	1123.8	0.000248498	1.19811e-06	22313.6	0.0188376
752	0.448882	134932	52202.3	118005	1085.47	0.000248498	2.20772e-06	28097	0.0197685
753	0.449103	134742	51973.8	118444	1051.49	0.000220772	1.83639e-06	21377.2	0.0204548
754	0.449324	134602	51746.9	118803	1040.37	0.000220772	2.21446e-06	16185	0.0207805
755	0.449767	134413	51420.3	118999	1021.4	0.000442892	3.08004e-06	46086.1	0.0206686
756	0.449972	134123	51071.7	119474	939.287	0.000205336	1.12776e-06	9802.87	0.0198449
757	0.450383	134031	50770.2	119591	935.292	0.000410672	4.83484e-06	12807.3	0.0187482
758	0.450866	133976	50475.7	119799	939.32	0.000483484	3.80941e-06	30050.7	0.0181299
759	0.451108	133915	50289.3	119929	839.416	0.000241742	1.59333e-06	18815.3	0.0167183
760	0.45135	134047	50269.8	119967	823.805	0.000241742	2.55612e-06	24659.6	0.0152765
761	0.451605	133986	50113.3	119968	818.988	0.000255612	1.98948e-06	24210.4	0.014034
762	0.451861	133998	49970.6	119925	817.199	0.000255612	2.03982e-06	21689.7	0.0128182
763	0.452269	134187	49906.7	119745	803.866	0.000407965	2.36565e-06	30835	0.0120714
764	0.452506	134311	49803.5	119518	807.629	0.000236565	1.46091e-06	16344.4	0.0108357
765	0.452742	134444	49752.2	119330	816.953	0.000236565	2.8527e-06	38286.9	0.00970274
766	0.452932	134528	49751.7	119116	827.284	0.00019018	1.21566e-06	12167.2	0.00964868
767	0.453313	134750	49755.9	118903	907.166	0.00038036	3.7327e-06	25284.4	0.00923097
768	0.453686	134999	49768.8	118365	940.932	0.00037327	2.03797e-06	56611.7	0.00849658
769	0.453873	135124	49722.7	117815	973.856	0.000186635	9.33088e-07	18748	0.00734129
770	0.454059	135252	49763.9	117508	992.586	0.000186635	2.77834e-06	17057.8	0.00723814
771	0.454615	135390	49675.6	117020	1007	0.000555669	2.89936e-06	39734.2	0.00731544
772	0.454808	135510	49612	115940	1081.31	0.000193291	1.18636e-06	12154.7	0.00735594
773	0.455195	135645	49577.8	115509	1148.03	0.000386581	3.65272e-06	25785	0.00744046
774	0.45556	135660	49511.6	114646	1264.55	0.000365274	2.01652e-06	47617.4	0.00750277
775	0.455743	135742	49538.1	113765	1327.57	0.000182637	1.12011e-06	33516.2	0.00792828
776	0.455925	135750	49494.4	113304	1364.64	0.000182637	1.5231e-06	14529.2	0.0113692
777	0.45623	135933	49598.5	112790	1395.31	0.000304619	3.3888e-06	23838.2	0.0123237
778	0.456569	136042	49570.8	111927	1461.53	0.00033888	2.17532e-06	31575.6	0.0135123
779	0.456908	136048	49414.6	110937	1540.9	0.00033888	1.51696e-06	25408.6	0.0157041
780	0.457211	136218	49428	109941	1644.14	0.000303393	1.80747e-06	33229.4	0.017208
781	0.457573	136298	49328.6	108971	1699.43	0.000361494	1.61319e-06	53371.8	0.0183024
782	0.457734	136516	49424.9	107873	1815.83	0.000161319	1.14511e-06	13226.9	0.0205052
783	0.457895	136652	49469.9	107352	1844.33	0.000161319	4.03307e-06	10133.5	0.0212037
784	0.458702	136849	49241.8	106686	1868.02	0.000806614	4.73464e-06	84756	0.0208942
785	0.458825	137756	49707.1	104092	2138.4	0.000123511	6.17557e-07	13841	0.0212485
786	0.459237	137796	49571.9	103660	2159.54	0.000411708	3.41637e-06	32041.6	0.0216251
787	0.459443	138341	49997.9	102334	2300.76	0.000205854	1.75226e-06	25914.9	0.0183184
788	0.459649	138569	50227.3	101679	2380.03	0.000205854	1.77774e-06	16294.2	0.016829
789	0.460004	138888	50390.9	101030	2469.53	0.000355548	2.95166e-06	28689.1	0.0163395
790	0.460299	139425	50788.1	99890.5	2606.77	0.000295166	1.7778e-06	30632.1	0.0153314
791	0.460595	139889	51096.3	98985.5	2770.84	0.000295166	1.5269e-06	17624.1	0.0142427
792	0.4609	140296	51347.6	97981.1	2842.96	0.000305381	2.61289e-06	13006.2	0.0131919
793	0.461423	140734	51474.2	96992.4	2968.71	0.000522579	3.64377e-06	16449.1	0.0125517
794	0.462151	141432	51674.9	95263.3	3073.55	0.000728755	3.29616e-06	23229.5	0.012111
795	0.462481	142145	51958.5	93042	3385.15	0.000329616	2.03127e-06	17049.1	0.0114124
796	0.462811	142381	52014	92075.6	3506.57	0.000329616	2.70266e-06	23327.8	0.0107416
797	0.463081	142538	52092.9	91161.6	3652.13	0.000270266	2.09939e-06	16749	0.0100502
798	0.463351	142630	52086	90392.8	3719.32	0.000270266	3.9169e-06	17057	0.00937999
799	0.463743	142563	51987.4	89709	3818.02	0.00039169	2.74288e-06	15608.2	0.00890497
800	0.464134	142572	51916.1	88769.4	3982.08	0.00039169	4.2624e-06	14351	0.00869981
801	0.464987	142556	51780.5	87954.6	4091.87	0.000852481	4.54185e-06	45920.1	0.00864676
802	0.46529	142035	51196.5	86043.1	4351.93	0.00030279	1.61652e-06	17296.6	0.0086081
803	0.465895	141536	50607.1	85525.5	4419.76	0.00060558	2.7485e-06	60001.1	0.0085481
804	0.466054	140917	50018	84361.2	4566.98	0.000159102	7.95511e-07	13492	0.00853007
805	0.466445	140709	49738.3	84119.6	4571.35	0.000390598	3.90881e-06	24419.3	0.00846345
806	0.466836	140160	49126.6	83521.6	4619.41	0.000390881	2.14019e-06	43951.3	0.008415
807	0.467031	139623	48533.9	82984.3	4706.47	0.00019544	1.2497e-06	14665.9	0.00838216
808	0.467227	139373	48235.3	82726	4727.43	0.00019544	3.5097e-06	9563.14	0.00831974
809	0.467929	139065	47735.7	82673.2	4738.61	0.00070194	5.12245e-06	32028.9	0.00824672
810	0.468214	138351	46747.2	81996.7	4807.05	0.000285167	1.42584e-06	14836.9	0.00828209
811	0.468929	138001	46168.1	81950.4	4785.42	0.000714833	3.32733e-06	41943.9	0.00822235
812	0.469151	137636	45502.7	81547	4794.19	0.000221822	1.20092e-06	13900	0.0081248
813	0.469594	137498	45242.9	81534.7	4764.74	0.000443645	3.85673e-06	23385.4	0.00814259
814	0.46998	137331	44914.8	81509	4739.37	0.000385673	2.16505e-06	36735.3	0.00814923
815	0.470366	137124	44563.6	81558.9	4695.78	0.000385673	1.90118e-06	37569.6	0.00814896
816	0.470746	137042	44375.6	81663.9	4634.64	0.000380237	2.01927e-06	21304	0.00815017
817	0.47115	137095	44322.7	81834.2	4563.46	0.000403853	3.77245e-06	28655	0.00816771
818	0.471527	137188	44354.9	82063.5	4475.28	0.000377246	2.74809e-06	21427.9	0.00818052
819	0.471904	137322	44432.6	82334.2	4376.82	0.000377246	2.99372e-06	27351.5	0.00819716
820	0.472203	137408	44511.9	82656.6	4285.7	0.000299372	1.6645e-06	29432.7	0.00821187
821	0.472503	137505	44595.6	82999.9	4244.77	0.000299372	1.54537e-06	25495.2	0.00822311
822	0.472812	137610	44722.7	83340.5	4152.87	0.000309073	1.92031e-06	24993.7	0.00823412
823	0.473196	137866	44986.4	83742.2	4039.98	0.000384061	2.1096e-06	30627.2	0.00824393
824	0.473407	138020	45168.1	84244.5	3903.01	0.00021096	1.67636e-06	19115.5	0.00827795
825	0.473618	138117	45260.4	84562.3	3841.01	0.00021096	2.70857e-06	26259.5	0.00909539
826	0.473889	138066	45232.9	84899.9	3768.09	0.000270857	1.92711e-06	36698	0.00904646
827	0.47416	138123	45286.3	85463.8	3786.46	0.000270857	1.39601e-06	16290.3	0.00838473
828	0.474439	138101	45282	85886.4	3636.83	0.000279201	3.09563e-06	19408.3	0.00842614
829	0.474748	138197	45372.8	86385.4	3517.72	0.000309563	2.62106e-06	27363.5	0.00845665
830	0.475058	138233	45429.4	86950.8	3376.86	0.000309563	1.85616e-06	37930.9	0.00944077
831	0.475244	138247	45441.7	87583.6	3296.77	0.000185616	1.33911e-06	9923.14	0.0121862
832	0.475429	138238	45454.7	87950.6	3224.96	0.000185616	4.70162e-06	7429.49	0.0121071
833	0.47637	138121	45359.3	88404.8	3111.13	0.000940325	6.44228e-06	18694.8	0.012074
834	0.47687	138176	45493.4	90416.3	2744.56	0.0005	2.51049e-06	68541.6	0.0119246
835	0.477008	138255	45611.5	91487.8	2532.31	0.000138007	6.90037e-07	10423.3	0.0105872
836	0.47737	138087	45449.8	91856.1	2516.17	0.000361993	4.71442e-06	28162.9	0.00966289
837	0.477841	138185	45577.9	92721.8	2394.31	0.000471442	2.4394e-06	60650	0.00904675
838	0.477998	138269	45677.1	93828.2	2228.68	0.000157147	7.87945e-07	17832.3	0.0126219
839	0.478312	138227	45637.5	94234.4	2209.04	0.000314295	2.89309e-06	18557	0.0132531
840	0.478602	138270	45662.4	95011.6	2142.39	0.000289309	2.48016e-06	22424	0.01355
841	0.478891	138283	45660.5	95687.8	2052.5	0.000289309	2.04645e-06	14760.2	0.0126794
842	0.4793	138278	45617.2	96278.3	1898.42	0.00040929	3.34605e-06	18204.6	0.0123368
843	0.47997	138322	45629.3	97164.2	1771.68	0.000669209	2.91405e-06	54454.4	0.012013
844	0.480137	138545	45738.2	98660.2	1595.12	0.000167763	8.38817e-07	9853.52	0.0106211
845	0.480552	138454	45657.9	99020.2	1558.85	0.000415046	4.84445e-06	23894.7	0.0109275
846	0.480875	138491	45616.2	99861.7	1409.06	0.00032296	2.06071e-06	13080.6	0.0111072
847	0.481521	138387	45514.5	100498	1324.56	0.00064592	3.47819e-06	32928.3	0.011019
848	0.481869	138594	45622	101838	1210.98	0.000347825	1.8047e-06	41270.2	0.0105375
849	0.482217	138622	45602.5	102509	1145.39	0.000347825	1.90653e-06	30975	0.00986122
850	0.482407	138697	45591.9	103159	1072.69	0.000190653	1.55902e-06	14263.5	0.0107914
851	0.482598	138683	45551.5	103537	1073.12	0.000190653	3.1801e-06	11142.4	0.00986344
852	0.483234	138579	45415.4	103831	1097.64	0.00063602	4.04587e-06	44187	0.00920742
853	0.483442	138865	45515.5	104861	995.78	0.000208224	1.04112e-06	13615.2	0.00914023
854	0.484043	138787	45388.6	105091	977.159	0.00060095	3.0686e-06	39912	0.00920033
855	0.484248	139043	45354.2	105926	903.113	0.000204572	1.12929e-06	17801.1	0.00925213
856	0.484657	139058	45272.4	106142	883.028	0.000409145	2.54495e-06	47385.8	0.00931548
857	0.484827	139280	45240.2	106610	829.251	0.000169663	9.58684e-07	10160.3	0.00936316
858	0.485166	139304	45173.5	106756	812.037	0.000339326	3.81825e-06	20857.9	0.00945209
859	0.485548	139495	45132.4	107031	773.283	0.000381825	2.71799e-06	25798.1	0.00952195
860	0.48593	139674	45056.6	107296	734.901	0.000381825	1.90594e-06	34584	0.00958174
861	0.48612	139909	45008.8	107552	703.972	0.000190594	1.52843e-06	7838.39	0.00964639
862	0.486311	140053	45031.3	107659	690.222	0.000190594	5.91287e-06	7470.28	0.00983513
863	0.487311	140058	44947.9	107538	723.452	0.001	6.85659e-06	25351	0.00991717
864	0.487644	140651	44841.7	107821	686.215	0.000333333	2.18649e-06	46665.4	0.00999136
865	0.487855	140785	44712.6	107879	681.086	0.000210864	1.05432e-06	24040.5	0.0100433
866	0.488311	140936	44680.7	107817	675.846	0.000455803	2.12762e-06	53708.3	0.01011
867	0.488524	141153	44494.4	107772	669.828	0.000212762	1.06455e-06	18255.9	0.0101615
868	0.488736	141272	44429.2	107719	670.082	0.000212762	2.93572e-06	24365.4	0.0102656
869	0.48903	141371	44329.7	107609	655.7	0.000293572	2.11278e-06	47819	0.0108463
870	0.489177	141488	44184.8	107488	660.822	0.000146786	1.07803e-06	10071.7	0.0127688
871	0.490324	141475	44265.5	107136	661.507	0.00114679	5.24109e-06	57767.5	0.0128746
872	0.490514	142033	43892.8	106392	728.391	0.000190415	9.52073e-07	12856.5	0.0128208
873	0.491324	141860	43791.3	106079	713.062	0.000809585	4.41263e-06	30129.8	0.0125923
874	0.491618	142244	43578.6	105335	749.795	0.000294175	1.66919e-06	37819.4	0.0119337
875	0.491814	142285	43384.8	105004	744.749	0.000196117	1.3055e-06	20657.4	0.0139478
876	0.492206	142281	43364.4	104741	755.278	0.000392234	2.54921e-06	42148.8	0.014893
877	0.492461	142322	43215	104259	781.724	0.000254921	1.23629e-06	25167.7	0.0167732
878	0.492716	142396	43218	103933	803.178	0.000254921	1.98102e-06	25405.1	0.0183688
879	0.493112	142421	43226.9	103577	818.189	0.000396203	1.99596e-06	35202.3	0.01911
880	0.493312	142539	43290.3	103037	845.066	0.000199596	1.40105e-06	17439.7	0.0206307
881	0.493511	142673	43406.4	102759	859.52	0.000199596	2.72746e-06	22343.6	0.0219023
882	0.493784	142849	43568.9	102453	858.251	0.000272746	2.25774e-06	11940.2	0.021358
883	0.494057	142939	43636.6	102057	885.429	0.000272746	3.1457e-06	13701.5	0.0209059
884	0.494371	143051	43723.7	101650	918.154	0.00031457	2.73359e-06	16522.5	0.0197574
885	0.494686	143267	43892.8	101171	959.036	0.00031457	2.29584e-06	17441.9	0.0185772
886	0.495145	143385	43959.1	100613	949.29	0.00045917	2.16872e-06	18595.2	0.0176992
887	0.495579	143547	44047.3	99870.7	1010.47	0.00043375	2.06699e-06	19689.1	0.0167491
888	0.495992	143832	44274.4	99152.7	1065.28	0.000413402	1.96444e-06	19883.9	0.0158237
